Collectivite;Budget;Exercice;I_F;D_R;Nature;SousFonction;Exécuté;Libellé nature;Libellé fonction
VILLE;1;2011;F;D;60612;251;106814,37; ENERGIE ET ELECTRICITE;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2011;F;D;6453;823;1404637,76; COTISATIONS AUX CAISSES DE RETRAITES;ESPACES VERTS URBAINS
VILLE;1;2011;F;D;6188;415;56345,36; AUTRES FRAIS DIVERS;MANIFESTATIONS SPORTIVES
VILLE;1;2011;I;R;1323;816;397301,64; SUBV EQUIP NON TRANSF DEPARTE;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;1;2011;F;D;61521;211;74964,31; ENTRETIEN ET REPARATIONS SUR TERRAINS;ECOLES MATERNELLES
VILLE;1;2011;F;R;7062;314;10591,9; REDEVANCES ET DROITS DES SERVICES A CARACTERE CULTUREL;CINEMAS ET AUTRES SALLES DE SPECTACLES
VILLE;1;2011;F;D;64112;20;339887,76; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2011;F;D;64118;411;231096,7; AUTRES INDEMNITES PERSONNEL TITULAIRE;SALLES DE SPORT, GYMNASES
VILLE;1;2011;I;D;2042;824;4478786,73; SUBVENTIONS EQUIPEMENT AUX PERSONNES DE DROIT PRIVE;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;1;2011;F;D;6064;212;286751,99; FOURNITURES ADMINISTRATIVES;ECOLES PRIMAIRES
VILLE;1;2011;F;D;627;313;51,1; SERVICES BANCAIRES ET ASSIMILES;THEATRES
VILLE;1;2011;F;D;6227;212;4524,77; FRAIS D'ACTE ET DE CONTENTIEUX;ECOLES PRIMAIRES
VILLE;1;2011;F;D;6188;323;23,5; AUTRES FRAIS DIVERS;ARCHIVES
VILLE;1;2011;F;D;61558;24;7664,04; ENTRETIEN ET REPARATIONS AUTRES BIENS MOBILIERS;FETES ET CEREMONIES
VILLE;1;2011;I;D;2313;48;3887; IMMOBILISATIONS EN COURS CONSTRUCTION;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;1;2011;F;R;7711;26;4170; DEDITS ET PENALITES PERCUS;CIMETIERES ET POMPES FUNEBRES
VILLE;1;2011;F;D;6236;211;3156,25; CATALOGUES ET IMPRIMES;ECOLES MATERNELLES
VILLE;1;2011;F;D;6453;212;3490882,39; COTISATIONS AUX CAISSES DE RETRAITES;ECOLES PRIMAIRES
VILLE;1;2011;I;R;16441;;8000000; EMPRUNT ASSORTI TIRAGE SUR LIGNE DE TRESORERIE;
VILLE;1;2011;I;R;192;;830333,36; REALISATIONS POSTERIEURES AU 01/01/1997;
VILLE;1;2011;F;R;70328;91;470467,58; AUTRES DROITS DE STATIONNEMENT ET DE LOCATION;FOIRES ET MARCHES
VILLE;1;2011;I;R;13251;822;200000; SUBV EQUIPT GROUP COLL;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2011;I;D;2031;212;16733,38; FRAIS D'ETUDES;ECOLES PRIMAIRES
VILLE;1;2011;I;R;1328;414;48750; SUBV D EQUIPEMENT AUTRES;AUTRES EQUIPEMENTS SPORTIFS OU DE LOISIR
VILLE;1;2011;F;D;6233;90;45967,98; FOIRES ET EXPOSITIONS;INTERVENTIONS ECONOMIQUES
VILLE;1;2011;I;D;2031;112;22245,6; FRAIS D'ETUDES;POLICE MUNICIPALE
VILLE;1;2011;F;R;758;91;99917,23; Produits divers de gestion cou;FOIRES ET MARCHES
VILLE;1;2011;I;D;2135;40;32575,72; INSTALLATIONS GENERALES, AGENCEMENTS, AMENAGTS DES CONSTRUCTIONS;SERVICES COMMUNS
VILLE;1;2011;F;D;64118;251;339261,39; AUTRES INDEMNITES PERSONNEL TITULAIRE;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2011;F;D;66111;;4370437,28; INTERETS REGLES A L'ECHEANCE;
VILLE;1;2011;F;R;7343;;49764; TAXE SUR LES PYLONES ELECTRIQUES;
VILLE;1;2011;F;D;60628;64;13343,46; AUTRES FOURNITURES NON STOCKEES;CRECHES ET GARDERIES
VILLE;1;2011;F;D;60628;20;262126,51; AUTRES FOURNITURES NON STOCKEES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2011;F;D;6232;251;4190,54; FETES ET CEREMONIES;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2011;I;D;1068;;895328,87; EXCEDENTS DE FONCTIONNEMENT  CAPITALISES;
VILLE;1;2011;F;D;61522;813;81,33; ENTRETIEN ET REPARATIONS BATIMENTS;PROPRETE URBAINE
VILLE;1;2011;F;D;627;20;368; SERVICES BANCAIRES ET ASSIMILES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2011;F;D;60636;816;288,94; VETEMENTS DE TRAVAIL;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;1;2011;F;R;758;822;244126; Produits divers de gestion cou;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2011;F;D;678;251;6769,28; AUTRES CHARGES EXCEPTIONNELLES;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2011;F;D;6283;30;6409,24; FRAIS DE NETTOYAGE DES LOCAUX;SERVICES COMMUNS
VILLE;1;2011;F;D;6064;20;451897,01; FOURNITURES ADMINISTRATIVES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2011;F;D;6331;814;3359,34; VERSEMENT DE TRANSPORT;ECLAIRAGE PUBLIC
VILLE;1;2011;F;D;60636;822;4419; VETEMENTS DE TRAVAIL;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2011;I;D;16878;;90050,96; AUTRES ORGANISMES ET PARTICULIERS;
VILLE;1;2011;F;D;6282;91;174815,35; FRAIS DE GARDIENNAGE;FOIRES ET MARCHES
VILLE;1;2011;F;R;74835;;5062799; ATTRIBUTION ETAT COMPENSATION AU TITRE DES EXONERATIONS DE TAXE D'HABITATION;
VILLE;1;2011;F;D;61558;40;4449,66; ENTRETIEN ET REPARATIONS AUTRES BIENS MOBILIERS;SERVICES COMMUNS
VILLE;1;2011;F;D;678;422;3231,67; AUTRES CHARGES EXCEPTIONNELLES;AUTRES ACTIVITES POUR LES JEUNES
VILLE;1;2011;F;D;60632;313;2587,38; FOURNITURES DE PETIT EQUIPEMENT;THEATRES
VILLE;1;2011;F;D;615232;91;14959,84; ENTRETIEN ET REP RESEAUX;FOIRES ET MARCHES
VILLE;1;2011;F;D;60623;64;434830,61; ALIMENTATION;CRECHES ET GARDERIES
VILLE;1;2011;F;D;6228;823;11653,8; DIVERS;ESPACES VERTS URBAINS
VILLE;1;2011;F;D;6185;48;11265,05; FRAIS DE COLLOQUES ET SEMINAIRES;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;1;2011;F;D;6238;64;11512,37; DIVERS;CRECHES ET GARDERIES
VILLE;1;2011;F;D;6453;30;154226,81; COTISATIONS AUX CAISSES DE RETRAITES;SERVICES COMMUNS
VILLE;1;2011;I;D;21568;823;934,34; AUTRE MATERIEL ET OUTILLAGE D'INCENDIE ET DE DEFENSE CIVILE;ESPACES VERTS URBAINS
VILLE;1;2011;F;D;64111;821;1058933,73; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;EQUIPEMENTS DE VOIRIE
VILLE;1;2011;F;R;70328;311;31868,12; AUTRES DROITS DE STATIONNEMENT ET DE LOCATION;EXPRESSION MUSICALE, LYRIQUE ET CHOREGRAPHIQUE
VILLE;1;2011;I;D;192;;493918,35; REALISATIONS POSTERIEURES AU 01/01/1997;
VILLE;1;2011;I;D;20418;824;1635800; SBVENTIONE EQUIPEMENT AUTRES ORGANISMES PUBLICS;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;1;2011;F;D;64131;312;52427,12; REMUNERATION;ARTS PLASTIQUES ET AUTRES ACTIVITES ARTISTIQUES
VILLE;1;2011;F;D;6331;91;11012,04; VERSEMENT DE TRANSPORT;FOIRES ET MARCHES
VILLE;1;2011;F;D;6156;112;73618,11; MAINTENANCE;POLICE MUNICIPALE
VILLE;1;2011;F;D;64131;20;2197918,73; REMUNERATION;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2011;F;D;6233;40;36153,33; FOIRES ET EXPOSITIONS;SERVICES COMMUNS
VILLE;1;2011;F;D;60632;251;54476,95; FOURNITURES DE PETIT EQUIPEMENT;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2011;F;R;7788;822;396478,39; PRODUITS EXCEPTIONNELS DIVERS;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2011;F;D;64111;824;191001,52; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;1;2011;F;D;6488;816;13215; AUTRES CHARGES;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;1;2011;I;D;2183;64;1276,13; AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE;CRECHES ET GARDERIES
VILLE;1;2011;F;D;6574;211;694220; SUBVENTIONS DE FONCTIONNEMENT AUX ASSOCIATIONS ET AUTRES ORGANISMES;ECOLES MATERNELLES
VILLE;1;2011;F;D;6226;251;9404,45; HONORAIRES;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2011;I;D;2033;212;11737,24; FRAIS D'INSERTION;ECOLES PRIMAIRES
VILLE;1;2011;F;R;70632;422;2234,8; REDEVANCES A CARACTERE DE LOISIRS;AUTRES ACTIVITES POUR LES JEUNES
VILLE;1;2011;I;D;2184;64;40894,86; AUTRES IMMOBILISATIONS CORPORELLES MOBILIER;CRECHES ET GARDERIES
VILLE;1;2011;F;D;64112;30;12348,99; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;SERVICES COMMUNS
VILLE;1;2011;F;D;60632;814;161752,8; FOURNITURES DE PETIT EQUIPEMENT;ECLAIRAGE PUBLIC
VILLE;1;2011;F;D;61524;823;11994,49; ENTRETIEN ET REPARATIONS BOIS ET FORETS;ESPACES VERTS URBAINS
VILLE;1;2011;F;D;60628;820;1254,77; AUTRES FOURNITURES NON STOCKEES;SERVICES COMMUNS
VILLE;1;2011;F;D;64112;23;21346,12; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;INFORMATION, COMMUNICATION, PUBLICITE
VILLE;1;2011;F;D;6241;64;5332,95; TRANSPORT DE BIENS;CRECHES ET GARDERIES
VILLE;1;2011;I;D;2121;212;7107,35; PLANTATIONS D'ARBRES ET D'ARBUSTES;ECOLES PRIMAIRES
VILLE;1;2011;F;D;6331;323;9138,35; VERSEMENT DE TRANSPORT;ARCHIVES
VILLE;1;2011;F;D;64112;810;7144,06; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;SERVICES COMMUNS
VILLE;1;2011;F;R;757;20;216540; REDEVANCES VERSEES PAR LES FERMIERS ET CONCESSIONNAIRES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2011;F;D;6156;213;6811,89; MAINTENANCE;CLASSES REGROUPEES
VILLE;1;2011;F;D;64111;823;4805231,71; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;ESPACES VERTS URBAINS
VILLE;1;2011;F;D;6064;816;217,32; FOURNITURES ADMINISTRATIVES;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;1;2011;F;D;627;422;487,7; SERVICES BANCAIRES ET ASSIMILES;AUTRES ACTIVITES POUR LES JEUNES
VILLE;1;2011;F;D;6331;30;17940,86; VERSEMENT DE TRANSPORT;SERVICES COMMUNS
VILLE;1;2011;F;R;758;23;22395,04; Produits divers de gestion cou;INFORMATION, COMMUNICATION, PUBLICITE
VILLE;1;2011;F;D;6283;212;4555,81; FRAIS DE NETTOYAGE DES LOCAUX;ECOLES PRIMAIRES
VILLE;1;2011;F;D;60632;112;15723,44; FOURNITURES DE PETIT EQUIPEMENT;POLICE MUNICIPALE
VILLE;1;2011;F;D;6247;212;33952,05; TRANSPORT COLLECTIF;ECOLES PRIMAIRES
VILLE;1;2011;F;D;6135;212;110612,43; LOCATIONS MOBILIERES;ECOLES PRIMAIRES
VILLE;1;2011;I;D;2188;91;8903,09; AUTRES IMMOBILISATIONS CORPORELLES AUTRES;FOIRES ET MARCHES
VILLE;1;2011;F;R;7788;48;2550; PRODUITS EXCEPTIONNELS DIVERS;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;1;2011;F;D;6232;20;232689,54; FETES ET CEREMONIES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2011;I;D;204158;824;3900000; SUBVENTIONS VERSEES AUTRES GROUPEMENTS;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;1;2011;F;R;7413;;20617,14; DOTATION DES PERMANENTS SYNDICAUX;
VILLE;1;2011;F;D;6161;20;828771,4; PRIMES D'ASSURANCE MULTIRIQUES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2011;I;D;2315;813;28971,47; IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE;PROPRETE URBAINE
VILLE;1;2011;F;D;6451;816;57365,64; COTISATIONS A L'URSSAF;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;1;2011;F;D;6456;20;251719; VERSEMENT AU FNC DU SUPPLEMENT FAMILIAL;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2011;F;R;776;;261639,4; DIFFERENCES SUR REALISATIONS (NEGATIVES) REPRISES AU COMPTE DE RESULTAT;
VILLE;1;2011;F;D;676;;22803,74; DIFFERENCES SUR REALISATIONS (POSITIVES) TRANSFEREES EN INVESTISSEMENT;
VILLE;1;2011;F;R;7488;;1272,97; AUTRES ATTRIBUTIONS, SUBVENTIONS ET PARTICIPATIONS;
VILLE;1;2011;F;D;6236;40;11871,54; CATALOGUES ET IMPRIMES;SERVICES COMMUNS
VILLE;1;2011;F;D;6244;520;1800,09; TRANSPORTS ADMINISTRATIFS;SERVICES COMMUNS
VILLE;1;2011;F;D;6331;22;41436,24; VERSEMENT DE TRANSPORT;ADMINISTRATION GENERALE DE L'ETAT
VILLE;1;2011;F;D;60628;816;36,46; AUTRES FOURNITURES NON STOCKEES;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;1;2011;F;D;6067;211;317375,8; FOURNITURES SCOLAIRES;ECOLES MATERNELLES
VILLE;1;2011;F;D;6451;412;270864,38; COTISATIONS A L'URSSAF;STADES
VILLE;1;2011;F;D;6244;820;577,45; TRANSPORTS ADMINISTRATIFS;SERVICES COMMUNS
VILLE;1;2011;F;D;64118;211;1184415,18; AUTRES INDEMNITES PERSONNEL TITULAIRE;ECOLES MATERNELLES
VILLE;1;2011;F;D;64131;48;108567,5; REMUNERATION;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;1;2011;I;R;1321;822;266000; SUBVENTIONS D' EQUIP NON TRANSFERABLES  ETAT & ETABLISSEMENT NATIONAUX;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2011;F;D;6488;30;41984,5; AUTRES CHARGES;SERVICES COMMUNS
VILLE;1;2011;F;D;6331;822;81864,8; VERSEMENT DE TRANSPORT;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2011;I;D;2031;30;59620,6; FRAIS D'ETUDES;SERVICES COMMUNS
VILLE;1;2011;F;D;6184;20;518989,69; VERSEMENTS A DES ORGANISMES DE FORMATION;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2011;I;D;2312;823;2097875,35; IMMOBILISATIONS EN COURS TERRAINS;ESPACES VERTS URBAINS
VILLE;1;2011;I;D;2312;26;170578,96; IMMOBILISATIONS EN COURS TERRAINS;CIMETIERES ET POMPES FUNEBRES
VILLE;1;2011;I;D;2184;422;27567,76; AUTRES IMMOBILISATIONS CORPORELLES MOBILIER;AUTRES ACTIVITES POUR LES JEUNES
VILLE;1;2011;F;R;7788;22;46,88; PRODUITS EXCEPTIONNELS DIVERS;ADMINISTRATION GENERALE DE L'ETAT
VILLE;1;2011;F;D;64111;24;671402,54; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;FETES ET CEREMONIES
VILLE;1;2011;I;D;2188;20;305386,98; AUTRES IMMOBILISATIONS CORPORELLES AUTRES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2011;F;R;70312;26;79297; REDEVANCES FUNERAIRES;CIMETIERES ET POMPES FUNEBRES
VILLE;1;2011;F;D;60628;411;33593,43; AUTRES FOURNITURES NON STOCKEES;SALLES DE SPORT, GYMNASES
VILLE;1;2011;F;D;678;20;83575,48; AUTRES CHARGES EXCEPTIONNELLES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2011;F;D;6232;23;103332,51; FETES ET CEREMONIES;INFORMATION, COMMUNICATION, PUBLICITE
VILLE;1;2011;F;R;758;412;42036,67; Produits divers de gestion cou;STADES
VILLE;1;2011;F;D;6574;520;1017099,2; SUBVENTIONS DE FONCTIONNEMENT AUX ASSOCIATIONS ET AUTRES ORGANISMES;SERVICES COMMUNS
VILLE;1;2011;F;D;6188;26;11360,98; AUTRES FRAIS DIVERS;CIMETIERES ET POMPES FUNEBRES
VILLE;1;2011;F;D;60636;814;9405,24; VETEMENTS DE TRAVAIL;ECLAIRAGE PUBLIC
VILLE;1;2011;F;D;60632;810;1029,44; FOURNITURES DE PETIT EQUIPEMENT;SERVICES COMMUNS
VILLE;1;2011;F;D;64731;323;7812; ALLOC CHOM;ARCHIVES
VILLE;1;2011;I;D;2188;412;172687,67; AUTRES IMMOBILISATIONS CORPORELLES AUTRES;STADES
VILLE;1;2011;I;D;2313;824;1623330,69; IMMOBILISATIONS EN COURS CONSTRUCTION;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;1;2011;F;D;6042;422;27013,9; ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER;AUTRES ACTIVITES POUR LES JEUNES
VILLE;1;2011;I;D;2182;112;125,91; AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE TRANSPORT;POLICE MUNICIPALE
VILLE;1;2011;F;D;6451;91;108313,12; COTISATIONS A L'URSSAF;FOIRES ET MARCHES
VILLE;1;2011;I;R;1322;324;95350; SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES REGIONS;ENTRETIEN DU PATRIMOINE CULTUREL
VILLE;1;2011;F;D;6182;30;1300; DOCUMENTATION GENERALE ET TECHNIQUE;SERVICES COMMUNS
VILLE;1;2011;F;D;60628;821;7023,56; AUTRES FOURNITURES NON STOCKEES;EQUIPEMENTS DE VOIRIE
VILLE;1;2011;F;D;6064;22;18478; FOURNITURES ADMINISTRATIVES;ADMINISTRATION GENERALE DE L'ETAT
VILLE;1;2011;F;D;60624;824;40,91; PRODUITS DE TRAITEMENT;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;1;2011;F;D;6336;20;858725,64; COTISATIONS AU CNFPT ET AU CIG;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2011;I;D;4541;;12220,74; TRAVAUX EFFECTUES D'OFFICE POUR LE COMPTE DE TIERS - DEPENSES;
VILLE;1;2011;I;R;10224;;46285; VERSEMENT POUR DEPASSEMENT DU PLAFOND LEGAL DE DENSITE (PLD);
VILLE;1;2011;I;D;2183;823;6946,49; AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE;ESPACES VERTS URBAINS
VILLE;1;2011;F;D;60632;412;18322,83; FOURNITURES DE PETIT EQUIPEMENT;STADES
VILLE;1;2011;F;D;6231;821;3408,6; ANNONCES ET INSERTIONS;EQUIPEMENTS DE VOIRIE
VILLE;1;2011;F;D;6132;30;345126,66; LOCATIONS IMMOBILIERES;SERVICES COMMUNS
VILLE;1;2011;F;D;60624;822;355,4; PRODUITS DE TRAITEMENT;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2011;I;D;2313;822;65365,12; IMMOBILISATIONS EN COURS CONSTRUCTION;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2011;I;R;1328;64;176390,88; SUBV D EQUIPEMENT AUTRES;CRECHES ET GARDERIES
VILLE;1;2011;F;R;758;20;425441,04; Produits divers de gestion cou;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2011;I;D;2183;422;70834,62; AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE;AUTRES ACTIVITES POUR LES JEUNES
VILLE;1;2011;I;D;2135;64;351668,76; INSTALLATIONS GENERALES, AGENCEMENTS, AMENAGTS DES CONSTRUCTIONS;CRECHES ET GARDERIES
VILLE;1;2011;F;D;6257;48;1992,15; RECEPTIONS;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;1;2011;F;D;6282;112;12688,1; FRAIS DE GARDIENNAGE;POLICE MUNICIPALE
VILLE;1;2011;F;R;758;816;6779,14; Produits divers de gestion cou;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;1;2011;F;D;64111;22;2082967,53; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;ADMINISTRATION GENERALE DE L'ETAT
VILLE;1;2011;F;D;6488;421;4550; AUTRES CHARGES;CENTRES DE LOISIRS
VILLE;1;2011;F;R;752;520;606,55; REVENUS DES IMMEUBLES;SERVICES COMMUNS
VILLE;1;2011;F;D;60632;212;53665,92; FOURNITURES DE PETIT EQUIPEMENT;ECOLES PRIMAIRES
VILLE;1;2011;F;D;6227;91;1537,66; FRAIS D'ACTE ET DE CONTENTIEUX;FOIRES ET MARCHES
VILLE;1;2011;F;D;6331;24;12710,16; VERSEMENT DE TRANSPORT;FETES ET CEREMONIES
VILLE;1;2011;F;R;761;;76219,5; PRODUITS DE PARTICIPATIONS;
VILLE;1;2011;F;R;758;212;288752,75; Produits divers de gestion cou;ECOLES PRIMAIRES
VILLE;1;2011;F;D;6135;90;50398,44; LOCATIONS MOBILIERES;INTERVENTIONS ECONOMIQUES
VILLE;1;2011;F;D;64131;211;112982,02; REMUNERATION;ECOLES MATERNELLES
VILLE;1;2011;F;D;6532;48;86405,4; FRAIS DE MISSIONS MAIRES ADJOINTS CONSEILLERS;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;1;2011;F;D;60633;822;9206,24; FOURNITURES DE VOIRIE;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2011;F;D;60631;823;12037,96; FOURNITURES D'ENTRETIEN;ESPACES VERTS URBAINS
VILLE;1;2011;F;D;657362;520;12000000; SUBV FONCT CCAS;SERVICES COMMUNS
VILLE;1;2011;F;D;64111;12;434420,79; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;1;2011;I;D;2188;212;32831,52; AUTRES IMMOBILISATIONS CORPORELLES AUTRES;ECOLES PRIMAIRES
VILLE;1;2011;F;D;6231;48;880,75; ANNONCES ET INSERTIONS;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;1;2011;F;R;70878;814;1700; REMBOURSEMENT DE FRAIS PAR D'AUTRES REDEVABLES;ECLAIRAGE PUBLIC
VILLE;1;2011;F;R;74834;;1601153; ATTRIBUTION ETAT COMPENSATION AU TITRE DES EXONERATIONS DES TAXES FONCIERES;
VILLE;1;2011;F;D;6241;323;837,2; TRANSPORT DE BIENS;ARCHIVES
VILLE;1;2011;F;D;6236;415;5199,01; CATALOGUES ET IMPRIMES;MANIFESTATIONS SPORTIVES
VILLE;1;2011;F;D;6236;520;93568,69; CATALOGUES ET IMPRIMES;SERVICES COMMUNS
VILLE;1;2011;F;D;60631;251;5451,49; FOURNITURES D'ENTRETIEN;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2011;F;D;611;251;4749,65; CONTRATS DE PRESTATIONS DE SERVICES AVEC DES ENTREPRISES;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2011;F;R;752;213;7131,62; REVENUS DES IMMEUBLES;CLASSES REGROUPEES
VILLE;1;2011;I;D;2168;323;8657; COLLECTIONS - OEUVRES D'ART AUTRES;ARCHIVES
VILLE;1;2011;F;R;70878;520;13712,46; REMBOURSEMENT DE FRAIS PAR D'AUTRES REDEVABLES;SERVICES COMMUNS
VILLE;1;2011;F;D;6453;421;40115,37; COTISATIONS AUX CAISSES DE RETRAITES;CENTRES DE LOISIRS
VILLE;1;2011;F;D;611;520;37728,43; CONTRATS DE PRESTATIONS DE SERVICES AVEC DES ENTREPRISES;SERVICES COMMUNS
VILLE;1;2011;F;D;6238;20;121679,53; DIVERS;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2011;F;D;60612;64;163599,9; ENERGIE ET ELECTRICITE;CRECHES ET GARDERIES
VILLE;1;2011;F;D;6282;90;2249,15; FRAIS DE GARDIENNAGE;INTERVENTIONS ECONOMIQUES
VILLE;1;2011;F;D;6261;823;212,9; FRAIS D'AFFRANCHISSEMENT;ESPACES VERTS URBAINS
VILLE;1;2011;F;R;7381;;10603691,17; TAXE ADDITIONNELLE AUX DROITS DE MUTATION OU TAXE DE PUBLICITE FONCIERE;
VILLE;1;2011;F;D;6238;23;3981,06; DIVERS;INFORMATION, COMMUNICATION, PUBLICITE
VILLE;1;2011;F;D;617;91;38230,26; ETUDES ET RECHERCHES;FOIRES ET MARCHES
VILLE;1;2011;F;D;615232;251;9481,87; ENTRETIEN ET REP RESEAUX;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2011;F;D;6451;23;220418,01; COTISATIONS A L'URSSAF;INFORMATION, COMMUNICATION, PUBLICITE
VILLE;1;2011;F;D;60628;24;10264,44; AUTRES FOURNITURES NON STOCKEES;FETES ET CEREMONIES
VILLE;1;2011;F;D;6574;30;2016000; SUBVENTIONS DE FONCTIONNEMENT AUX ASSOCIATIONS ET AUTRES ORGANISMES;SERVICES COMMUNS
VILLE;1;2011;F;R;757;822;2342095,89; REDEVANCES VERSEES PAR LES FERMIERS ET CONCESSIONNAIRES;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2011;F;D;6244;30;295; TRANSPORTS ADMINISTRATIFS;SERVICES COMMUNS
VILLE;1;2011;F;D;61551;822;1621,6; ENTRETIEN ET REPARATIONS MATERIEL ROULANT;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2011;I;R;28031;;692564,32; FRAIS D'ETUDES, RECHERCHE & DE DEVELOPPEMENT AMORTISSEMENTS DES FRAIS D'ETUDES;
VILLE;1;2011;F;D;60636;48;819,29; VETEMENTS DE TRAVAIL;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;1;2011;F;R;7088;20;6249,08; AUTRES PRODUITS D ACTIVITES ANNEXES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2011;F;D;6282;211;8259,11; FRAIS DE GARDIENNAGE;ECOLES MATERNELLES
VILLE;1;2011;F;D;60623;20;704,63; ALIMENTATION;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2011;F;D;64131;822;183875,06; REMUNERATION;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2011;F;D;658;20;19569,45; CHARGES DIVERSES DE LA GESTION COURANTE;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2011;I;D;2182;251;1520; AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE TRANSPORT;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2011;F;D;615232;211;3416,68; ENTRETIEN ET REP RESEAUX;ECOLES MATERNELLES
