Code Nature Chapitre;Libellé Nature Chapitre;Libellé court Nature Chapitre;Type de chapitre;Section;Spécial;Année;Norme;Plan comptable;Entité
75;Autres produits de gestion courante;Autres produits de gestion courante;C;F;0;2021;M4;M4-M43_D;Services publics locaux de transport de personnes (Plan développé)
002;Résultat de fonctionnement reporté;Résultat de fonctionnement reporté;L;F;0;2020;M14;M14-M14_CCAS_SUP3500;CCAS (Centre communal d'action sociale) communes de plus de 3500 habitants
656;Frais de fonctionnement des groupes d'élus;Frais de fonctionnement des groupes d'él;C;F;0;2014;M14;M14-M14_CCAS_SUP3500;CCAS (Centre communal d'action sociale) communes de plus de 3500 habitants
77;Produits exceptionnels;Produits exceptionnels;C;F;0;2017;M61;M61-M61;Service départemental d'incendie et de secours
75;Autres produits de gestion courante;Autres produits de gestion courante;C;F;0;2017;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
4581;Opérations sous mandat;Opérations sous mandat;C;I;0;2013;M52;M52-M52;Départements
16;Emprunts et dettes assimilées;Emprunts et dettes assimilées;C;I;0;2023;M4;M4-M49_D;Services publics d'assainissement et de distribution d'eau potable (Plan développé)
45422;Opérations de remembrement;Opérations de remembrement;C;I;0;2014;M52;M52-M52;Départements
042;Opérations d'ordre de transfert entre sections;Opérat° ordre transfert entre sections;G;F;0;2018;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
75;Autres produits de gestion courante;Autres produits de gestion courante;C;F;0;2013;M4;M4-M41;Services publics de distribution d'énergie électrique et gazière
011;Charges à caractère général;Charges à caractère général;G;F;0;2019;M71;M71-M71;Régions
73;Produits issus de la fiscalité;Produits issus de la fiscalité;C;F;0;2018;M4;M4-M41;Services publics de distribution d'énergie électrique et gazière
77;Produits exceptionnels;Produits exceptionnels;C;F;0;2018;M4;M4-M41;Services publics de distribution d'énergie électrique et gazière
014;Atténuations de produits;Atténuations de produits;G;F;0;2019;M4;M4-M49_D;Services publics d'assainissement et de distribution d'eau potable (Plan développé)
45421;Opérations de remembrement;Opérations de remembrement;C;I;0;2020;M52;M52-M52;Départements
78;Reprises sur amortissements, dépréciations et provisions;Reprises amort., dépréc. et provisions;C;F;0;2023;M71;M71-M71;Régions
010;Stocks;Stocks;G;I;0;2014;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
20;Immobilisations incorporelles;Immobilisations incorporelles;C;I;0;2023;M57;M57-M57_A;Métropoles et collectivités territoriales uniques (Plan abrégé)
27;Autres immobilisations financières;Autres immobilisations financières;C;I;0;2018;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
27;Autres immobilisations financières;Autres immobilisations financières;C;I;0;2016;M4;M4-M49_A;Services publics d'assainissement et de distribution d'eau potable (Plan abregé)
010;Stocks;Stocks;G;I;0;2016;M14;M14-M14_CCAS_SUP3500;CCAS (Centre communal d'action sociale) communes de plus de 3500 habitants
65;Autres charges de gestion courante;Autres charges de gestion courante;C;F;0;2015;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
4541;Travaux effectués d'office pour le compte de tiers;Travaux effectués d'office;C;I;0;2020;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
16;Emprunts et dettes assimilées;Emprunts et dettes assimilées;C;I;0;2015;M52;M52-M52;Départements
041;Opérations patrimoniales;Opérations patrimoniales;G;I;0;2020;M4;M4-M41;Services publics de distribution d'énergie électrique et gazière
043;Opérations d'ordre à l'intérieur de la section de fonctionnement;Opérations ordre intérieur de la section;G;F;0;2023;M71;M71-M71;Régions
021;Virement de la section d'exploitation;Virement de la section d'exploitation;L;I;0;2017;M4;M4-M49_D;Services publics d'assainissement et de distribution d'eau potable (Plan développé)
020;Dépenses imprévues;Dépenses imprévues;L;I;0;2023;M14;M14-M14_CE;Caisses des écoles
20;Immobilisations incorporelles;Immobilisations incorporelles;C;I;0;2021;M57;M57-M57;Métropoles et collectivités territoriales uniques
021;Virement de la section de fonctionnement;Virement de la sect° de fonctionnement;L;I;0;2017;M14;M14-M14_CCAS_SUP3500;CCAS (Centre communal d'action sociale) communes de plus de 3500 habitants
4541;Travaux effectués d'office pour le compte de tiers;Travaux effectués d'office;C;I;0;2021;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
68;Dotations aux provisions et aux dépréciations;Dotations aux provisions et dépréciat°;C;F;0;2021;M4;M4-M42;Services publics des abattoirs
45611;Opérations d'investissement sur établissements d'enseignement remis à la région;Opérat° invest. établist enseignt région;C;I;0;2014;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
70;Ventes de produits fabriqués, prestations de services, marchandises;Ventes produits fabriqués, prestations;C;F;0;2019;M4;M4-M49_A;Services publics d'assainissement et de distribution d'eau potable (Plan abregé)
45411;Travaux effectués d'office;Travaux effectués d'office;C;I;0;2018;M52;M52-M52;Départements
23;Immobilisations en cours;Immobilisations en cours;C;I;0;2023;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
18;Compte de liaison : affectation (budgets annexes - régies non personnalisées);Compte de liaison : affectat° (BA,régie);C;I;0;2019;M14;M14-M14_CE;Caisses des écoles
023;Virement à la section d'investissement;Virement à la section d'investissement;L;F;0;2023;M4;M4-M49_A;Services publics d'assainissement et de distribution d'eau potable (Plan abregé)
041;Opérations patrimoniales;Opérations patrimoniales;G;I;0;2019;M57;M57-M57;Métropoles et collectivités territoriales uniques
74;Subventions d'exploitation;Subventions d'exploitation;C;F;0;2015;M4;M4-M49_D;Services publics d'assainissement et de distribution d'eau potable (Plan développé)
69;Impôts sur les bénéfices et assimilés;Impôts sur les bénéfices et assimilés;C;F;0;2021;M4;M4-M49_D;Services publics d'assainissement et de distribution d'eau potable (Plan développé)
014;Atténuations de produits;Atténuations de produits;G;F;0;2015;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
020;Dépenses imprévues;Dépenses imprévues;L;I;0;2013;M14;M14-M14_CCAS_SUP3500;CCAS (Centre communal d'action sociale) communes de plus de 3500 habitants
18;Compte de liaison : affectation (budgets annexes - régies non personnalisées);Compte de liaison : affectat° BA;C;I;0;2013;M14;M14-M14_CCAS_SUP3500;CCAS (Centre communal d'action sociale) communes de plus de 3500 habitants
73;Produits issus de la fiscalité;Produits issus de la fiscalité;C;F;0;2022;M4;M4-M49_D;Services publics d'assainissement et de distribution d'eau potable (Plan développé)
043;Opérations d'ordre à l'intérieur de la section de fonctionnement;Opérations ordre intérieur de la section;G;F;0;2021;M57;M57-M57;Métropoles et collectivités territoriales uniques
45611;Opérations d'investissement sur établissements d'enseignement remis à la région;Opérat° invest. établist enseignt région;C;I;0;2021;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
73;Produits issus de la fiscalité;Produits issus de la fiscalité;C;F;0;2013;M4;M4-M42;Services publics des abattoirs
4541;Travaux effectués d'office;Travaux effectués d'office;C;I;0;2023;M71;M71-M71;Régions
67;Charges exceptionnelles;Charges exceptionnelles;C;F;0;2014;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
73;Produits issus de la fiscalité;Produits issus de la fiscalité;C;F;0;2019;M4;M4-M49_A;Services publics d'assainissement et de distribution d'eau potable (Plan abregé)
020;Dépenses imprévues;Dépenses imprévues;L;I;0;2017;M4;M4-M42;Services publics des abattoirs
70;Ventes de produits fabriqués, prestations de services, marchandises;Ventes produits fabriqués, prestations;C;F;0;2015;M4;M4-M42;Services publics des abattoirs
020;Dépenses imprévues;Dépenses imprévues;L;I;0;2014;M14;M14-M14_CE;Caisses des écoles
041;Opérations patrimoniales;Opérations patrimoniales;G;I;0;2022;M4;M4-M44;Etablissements publics fonciers locaux
26;Participations et créances rattachées à des participations;Participat° et créances rattachées;C;I;0;2021;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
012;Charges de personnel et frais assimilés;Charges de personnel, frais assimilés;G;F;0;2022;M14;M14-M14_CCAS_SUP3500;CCAS (Centre communal d'action sociale) communes de plus de 3500 habitants
45442;Opérations d'aménagement foncier;Opérations d'aménagement foncier;C;I;0;2019;M57;M57-M57;Métropoles et collectivités territoriales uniques
023;Virement à la section d'investissement;Virement à la section d'investissement;L;F;0;2016;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
75;Autres produits de gestion courante;Autres produits de gestion courante;C;F;0;2018;M14;M14-M14_CE;Caisses des écoles
21;Immobilisations corporelles;Immobilisations corporelles;C;I;0;2022;M71;M71-M71;Régions
16;Emprunts et dettes assimilées;Emprunts et dettes assimilées;C;I;0;2021;M4;M4-M44;Etablissements publics fonciers locaux
043;Opérations d'ordre à l'intérieur de la section de fonctionnement;Opérat° ordre intérieur de la section;G;F;0;2018;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
10;Dotations, fonds divers et réserves;Dotations, fonds divers et réserves;C;I;0;2023;M14;M14-M14_CE;Caisses des écoles
042;Opérations d'ordre de transfert entre sections;Opérat° ordre transfert entre sections;G;F;0;2017;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
001;Solde d'exécution de la section d'investissement reporté;Solde exécution section investissement;L;I;0;2013;M71;M71-M71;Régions
002;Résultat d'exploitation reporté;Résultat d'exploitation reporté;L;F;0;2020;M4;M4-M41;Services publics de distribution d'énergie électrique et gazière
75;Autres produits de gestion courante;Autres produits de gestion courante;C;F;0;2013;M14;M14-M14_CE;Caisses des écoles
023;Virement à la section d'investissement;Virement à la section d'investissement;L;F;0;2015;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
041;Opérations patrimoniales;Opérations patrimoniales;G;I;0;2020;M52;M52-M52;Départements
204;Subventions d'équipement versées;Subventions d'équipement versées;C;I;0;2020;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
011;Charges à caractère général;Charges à caractère général;G;F;0;2022;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
68;Dotations aux provisions et aux dépréciations;Dotations aux provisions et dépréciat°;C;F;0;2013;M4;M4-M49_A;Services publics d'assainissement et de distribution d'eau potable (Plan abregé)
22;Immobilisations reçues en affectation ou en concession;Immobilisations reçues en affectation;C;I;0;2016;M4;M4-M49_A;Services publics d'assainissement et de distribution d'eau potable (Plan abregé)
45611;Opérations d'investissement sur établissements d'enseignement remis à la région;Opérat° invest. établist enseignt région;C;I;0;2013;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
013;Atténuations de charges;Atténuations de charges;G;F;0;2022;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
21;Immobilisations corporelles;Immobilisations corporelles;C;I;0;2023;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
16;Emprunts et dettes assimilées;Emprunts et dettes assimilées;C;I;0;2017;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
20;Immobilisations incorporelles;Immobilisations incorporelles;C;I;0;2013;M4;M4-M43_D;Services publics locaux de transport de personnes (Plan développé)
75;Autres produits de gestion courante;Autres produits de gestion courante;C;F;0;2021;M57;M57-M57;Métropoles et collectivités territoriales uniques
002;Résultat d'exploitation reporté;Résultat d'exploitation reporté;L;F;0;2019;M4;M4-M4;Services publics locaux à caractère industriel et commercial
78;Reprises sur provisions et dépréciations;Reprises sur provisions et dépréciations;C;F;0;2021;M4;M4-M43_A;Services publics locaux de transport de personnes (Plan abregé)
024;Produits des cessions d'immobilisations;Produits des cessions d'immobilisations;L;I;0;2017;M61;M61-M61;Service départemental d'incendie et de secours
4552;Opérations d'investissement sur EPLE;Opérations d'investissement sur EPLE;C;I;0;2017;M52;M52-M52;Départements
016;Allocation personnalisée d'autonomie;Allocation personnalisée d'autonomie;G;F;1;2019;M52;M52-M52;Départements
69;Impôts sur les bénéfices et assimilés;Impôts sur les bénéfices et assimilés;C;F;0;2018;M4;M4-M43_A;Services publics locaux de transport de personnes (Plan abregé)
66;Charges financières;Charges financières;C;F;0;2014;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
75;Autres produits de gestion courante;Autres produits de gestion courante;C;F;0;2019;M4;M4-M43_D;Services publics locaux de transport de personnes (Plan développé)
66;Charges financières;Charges financières;C;F;0;2014;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
6586;Frais de fonctionnement des groupes d'élus;Frais fonctionnement des groupes d'élus;C;F;0;2016;M57;M57-M57;Métropoles et collectivités territoriales uniques
65;Autres charges de gestion courante;Autres charges de gestion courante;C;F;0;2016;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
73;Produits issus de la fiscalité;Produits issus de la fiscalité;C;F;0;2015;M4;M4-M43_D;Services publics locaux de transport de personnes (Plan développé)
27;Autres immobilisations financières;Autres immobilisations financières;C;I;0;2020;M4;M4-M43_A;Services publics locaux de transport de personnes (Plan abregé)
